,t,ns,planSummary,planningTimeMicros,cursorExhausted,queryFramework,reslen,locks,cpuNanos,durationMillis,find,filter,lsid,$not,$or,$eq,$gt,$in,$ne,$nin,$type,$mod,$regex,$where,$elemMatch,$size,$,>=,==,<=,<,>,===,&&,selector_comparision,selector_logical,selector_element,selector_evalutaion,selector_array,selector_bitwise,projection,misc,selector,standard_logical,all_operators
120,1712243230.39,test_database.test_collection,EOF,60.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",106159,0,test_collection,"{'user': 'malicious1', 'password': 'malicious1password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
121,1712243230.391,test_database.test_collection,EOF,86.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",145203,0,test_collection,{'username': {'$regex': '^malicious2'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
122,1712243230.392,test_database.test_collection,EOF,77.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",130605,0,test_collection,"{'user': 'test', 'password': 'test{}'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
123,1712243230.393,test_database.test_collection,EOF,64.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",110968,0,test_collection,"{'user': {'$in': ['admin', 'root', 'hacker']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
124,1712243230.394,test_database.test_collection,EOF,173.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",295284,0,test_collection,"{'user': {'$size': 4}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
125,1712243230.395,test_database.test_collection,EOF,433.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",233790,0,test_collection,"{'$where': ""this.age > 25 && this.gender === 'male'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,1712243230.396,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",123743,0,test_collection,{'name': {'$type': 22}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
127,1712243230.397,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",172604,0,test_collection,{'name': {'$type': 23}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
128,1712243230.398,test_database.test_collection,EOF,67.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",102152,0,test_collection,{'username': {'$regex': '^(malicious3|malicious4)\\d+'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
129,1712243230.398,test_database.test_collection,EOF,38.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",65413,0,test_collection,"{'user': {'$eq': 'admin'}, 'password': 'malicious5'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
130,1712243230.399,test_database.test_collection,EOF,34.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",57478,0,test_collection,{'user': {'$regex': '^malicious6'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
131,1712243230.399,test_database.test_collection,EOF,39.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",68929,0,test_collection,"{'user': 'malicious9', 'password': {'$ne': 'malicious9password'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
132,1712243230.4,test_database.test_collection,EOF,37.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",62246,0,test_collection,"{'user': {'$in': ['admin', 'root', 'malicious10']}, 'password': 'malicious10password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
133,1712243230.4,test_database.test_collection,None,,None,None,116,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",80942,0,test_collection,"{'user': {'$size': 10}, 'password': {'$type': 200}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
134,1712243230.401,test_database.test_collection,EOF,43.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",73278,0,test_collection,"{'user': 'benign28', 'name': {'$type': 2}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
135,1712243230.401,test_database.test_collection,EOF,59.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",101841,0,test_collection,"{'user': 'benign1', 'password': 'benign1password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
136,1712243230.402,test_database.test_collection,EOF,40.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",66074,0,test_collection,{'username': {'$regex': '^benign2'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
137,1712243230.402,test_database.test_collection,EOF,42.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",72977,0,test_collection,"{'user': 'test', 'password': 'test{}'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
138,1712243230.403,test_database.test_collection,EOF,41.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",69360,0,test_collection,"{'user': {'$in': ['guest', 'user', 'benign3']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
139,1712243230.403,test_database.test_collection,EOF,35.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",60614,0,test_collection,"{'user': {'$size': 5}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
140,1712243230.404,test_database.test_collection,EOF,89.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",87573,0,test_collection,"{'$where': ""this.age > 30 && this.gender === 'female'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1712243230.404,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",80792,0,test_collection,{'name': {'$type': 24}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
142,1712243230.405,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",76103,0,test_collection,{'name': {'$type': 25}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
143,1712243230.405,test_database.test_collection,EOF,43.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",70963,0,test_collection,{'username': {'$regex': '^(benign4|benign5)\\d+'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
144,1712243230.405,test_database.test_collection,EOF,37.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",62878,0,test_collection,"{'user': {'$eq': 'user'}, 'password': 'benign6'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
145,1712243230.406,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",104716,0,test_collection,{'user': {'$regex': '^benign7'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
146,1712243230.407,test_database.test_collection,EOF,66.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",114675,0,test_collection,"{'user': 'benign10', 'password': {'$ne': 'benign10password'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
147,1712243230.407,test_database.test_collection,EOF,57.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",96901,0,test_collection,"{'user': {'$in': ['guest', 'user', 'benign11']}, 'password': 'benign11password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
148,1712243230.408,test_database.test_collection,EOF,69.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",123983,0,test_collection,"{'user': 'malicious11', 'password': 'malicious11password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
149,1712243230.409,test_database.test_collection,EOF,71.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",118703,0,test_collection,{'username': {'$regex': '^malicious12'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
150,1712243230.41,test_database.test_collection,EOF,77.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",143760,0,test_collection,"{'user': 'test', 'password': 'test123{}'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
151,1712243230.411,test_database.test_collection,EOF,265.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",378420,0,test_collection,"{'user': {'$in': ['admin', 'root', 'hacker', 'malicious13']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
152,1712243230.412,test_database.test_collection,EOF,70.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",113883,0,test_collection,"{'user': {'$size': 6}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
153,1712243230.413,test_database.test_collection,EOF,319.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",114743,0,test_collection,"{'$where': ""this.age > 30 && this.gender === 'male' && this.status === 'active'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,1712243230.413,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",82986,0,test_collection,{'name': {'$type': 26}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
155,1712243230.414,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",57317,0,test_collection,{'name': {'$type': 27}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
156,1712243230.414,test_database.test_collection,EOF,45.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",72937,0,test_collection,{'username': {'$regex': '^(malicious14|malicious15)\\d+'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
157,1712243230.415,test_database.test_collection,EOF,32.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",55815,0,test_collection,"{'user': {'$eq': 'admin'}, 'password': 'malicious16'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
158,1712243230.415,test_database.test_collection,EOF,31.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",54712,0,test_collection,{'user': {'$regex': '^malicious17'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
159,1712243230.416,test_database.test_collection,EOF,36.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",62718,0,test_collection,"{'user': 'malicious20', 'password': {'$ne': 'malicious20password'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
160,1712243230.416,test_database.test_collection,EOF,56.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",106841,0,test_collection,"{'user': {'$in': ['admin', 'root', 'malicious21', 'hacker']}, 'password': 'malicious21password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
161,1712243230.417,test_database.test_collection,EOF,63.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",113042,0,test_collection,"{'user': 'benign12', 'password': 'benign12password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
162,1712243230.417,test_database.test_collection,EOF,52.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",87574,0,test_collection,{'username': {'$regex': '^benign13'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
163,1712243230.418,test_database.test_collection,EOF,32.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",56276,0,test_collection,"{'user': 'test', 'password': 'test456{}'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
164,1712243230.418,test_database.test_collection,EOF,33.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",55083,0,test_collection,"{'user': {'$in': ['guest', 'user', 'benign14']}, 'password': 'password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
165,1712243230.419,test_database.test_collection,EOF,30.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",53651,0,test_collection,"{'user': {'$size': 7}, 'password': '123456'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
166,1712243230.419,test_database.test_collection,EOF,409.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",96149,0,test_collection,"{'$where': ""this.age > 35 && this.gender === 'female' && this.status === 'active'""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1712243230.42,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",75852,0,test_collection,{'name': {'$type': 28}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
168,1712243230.42,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",96721,0,test_collection,{'name': {'$type': 29}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
169,1712243230.421,test_database.test_collection,EOF,70.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",116359,0,test_collection,{'username': {'$regex': '^(benign15|benign16)\\d+'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
170,1712243230.422,test_database.test_collection,EOF,67.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",116939,0,test_collection,"{'user': {'$eq': 'user'}, 'password': 'benign17'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
171,1712243230.422,test_database.test_collection,EOF,53.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",89047,0,test_collection,{'user': {'$regex': '^benign18'}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
172,1712243230.423,test_database.test_collection,EOF,39.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",65193,0,test_collection,"{'user': 'benign21', 'password': {'$ne': 'benign21password'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
173,1712243230.423,test_database.test_collection,EOF,33.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",57498,0,test_collection,"{'user': {'$in': ['guest', 'user', 'benign22']}, 'password': 'benign22password'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
174,1712243230.424,test_database.test_collection,EOF,414.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",101471,0,test_collection,"{'$where': ""this.age > 35 && this.gender === 'female' && this.isActive === true""}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175,1712243230.424,test_database.test_collection,None,,None,None,115,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",92664,0,test_collection,{'name': {'$type': 30}},{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
176,1712243230.425,test_database.test_collection,EOF,74.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",124534,0,test_collection,"{'user': {'$gt': 'admin'}, 'password': 'maliciouspassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
177,1712243230.426,test_database.test_collection,EOF,90.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",148849,0,test_collection,"{'user': 'malicious26', 'password': {'$ne': 'maliciouspassword'}}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
178,1712243230.427,test_database.test_collection,EOF,91.0,True,classic,118,"{'FeatureCompatibilityVersion': {'acquireCount': {'r': 1}}, 'Global': {'acquireCount': {'r': 1}}}",160611,0,test_collection,"{'user': {'$in': ['admin', 'root', 'malicious27', 'hacker', 'test']}, 'password': 'maliciouspassword'}",{'id': {'$uuid': 'e5e23d7e-5367-4829-a104-ca369c49d4dc'}},0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
